year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12
2018,10952,UNII,UNI INVEST U S LTD,396.0,0.048461597,0.007395958444368123,0.7963831546648362,12.84476115898128,-0.45767143112459463
2019,10952,UNII,UNI INVEST U S LTD,408.0,0.06818954,0.009581832724346874,0.9193032886884988,12.491427841967914,0.008889990587318541
2020,10952,UNII,UNI INVEST U S LTD,420.0,0.092522584,0.010218696247885031,1.3060417423645962,11.913202683188764,0.6406578049645946
2021,10952,UNII,UNI INVEST U S LTD,432.0,0.017859787,0.006728505214731363,1.6975836148500327,12.360477030650921,1.0233536316810325
2022,10952,UNII,UNI INVEST U S LTD,439.0,0.008881188,0.0078108076014056765,1.571258461240299,12.809556845721646,0.1605079740790596
2004,12072,PKY,PARKWAY PROPERTIES INC,372.0,0.05465713,0.01615924297552603,0.2229774407794923,13.143777814559785,0.28867526584227776
2005,12072,PKY,PARKWAY PROPERTIES INC,384.0,0.049801905,0.013211609331422397,0.26988590314505695,13.397254717369734,-0.163083857233442
2006,12072,PKY,PARKWAY PROPERTIES INC,396.0,0.05684283,0.009652421919165093,0.4086858575551773,13.3866993801892,0.343287171677519
2007,12072,PKY,PARKWAY PROPERTIES INC,408.0,0.05441464,0.009364057563682304,0.5225311769072035,13.507062565192408,-0.23168748564384378
2008,12072,PKY,PARKWAY PROPERTIES INC,420.0,0.09338107,0.00961298418183555,0.8115365673648248,13.029625097561643,-0.4772343218016395
2009,12072,PKY,PARKWAY PROPERTIES INC,432.0,0.10259059,0.008412231062838211,1.3357759244468166,12.612764411989675,0.26273680774380215
2010,12072,PKY,PARKWAY PROPERTIES INC,444.0,0.048513647,0.009323014345688422,1.4058516918724095,12.805330835893905,-0.14294977042301782
2011,12072,PKY,PARKWAY PROPERTIES INC,456.0,0.021109508,0.007611234045065155,1.4685939817256488,12.674829669833606,-0.42393506828256866
2012,12072,PKY,PARKWAY PROPERTIES INC,468.0,0.02343885,0.0066050427342622085,1.4561773759105467,12.765281847567772,0.46205137370880256
2013,12072,PKY,PARKWAY PROPERTIES INC,480.0,0.02385562,0.0012982983967106565,1.5090110866229713,13.983254795107229,0.42795948333660294
2014,12072,PKY,PARKWAY PROPERTIES INC,492.0,0.03133749,0.007613959089901195,1.4205114533778342,14.499523783350758,-0.008376696334929656
2015,12072,PKY,PARKWAY PROPERTIES INC,504.0,0.043599457,0.010771459697965653,1.2775721146949588,14.448022032763104,-0.11056810724280342
2016,12072,PKY,PARKWAY PROPERTIES INC,513.0,0.047987998,0.01076666600480456,1.3268026865122122,14.401724437476162,0.1253398171271234
2010,12093,COR,CORESITE REALTY CORP,48.0,,,,12.517914767293682,-0.15985494935200006
2011,12093,COR,CORESITE REALTY CORP,60.0,0.029520059,0.011113306248477882,,12.675518936289933,0.3531889715556502
2012,12093,COR,CORESITE REALTY CORP,72.0,0.026269881,0.01911639222887967,0.9571720974528979,13.150405445275,0.6005857903797203
2013,12093,COR,CORESITE REALTY CORP,84.0,0.029657518,0.022729865944462052,0.9778160749161682,13.45389626589943,0.2052156332614561
2014,12093,COR,CORESITE REALTY CORP,96.0,0.03871862,0.022675808549320442,0.9959242088228942,13.489040271684194,0.26646838111328575
2015,12093,COR,CORESITE REALTY CORP,108.0,0.029057717,0.02804223869127948,0.9330291983549331,14.056519873534112,0.504738434231824
2016,12093,COR,CORESITE REALTY CORP,120.0,0.024768062,0.033647821137619736,0.6873191699095825,14.692386473311911,0.44300118732560323
2017,12093,COR,CORESITE REALTY CORP,132.0,0.028021282,0.03556466114208937,0.30662536922626404,15.079370608784911,0.4847752469186062
2018,12093,COR,CORESITE REALTY CORP,144.0,0.036859933,0.03722074434728213,0.2602588022142084,15.097494852597483,-0.20228946552596216
2019,12093,COR,CORESITE REALTY CORP,156.0,0.03886062,0.032912548322201286,0.48329534485867726,15.228142584185312,0.3397485442091561
2020,12093,COR,CORESITE REALTY CORP,168.0,0.03837133,0.029964024741965484,0.17202297041453632,15.3901221327109,0.16352952149066446
2021,12093,COR,CORESITE REALTY CORP,179.0,0.035685644,0.03006431960927182,0.14770530069142448,15.582354562203568,0.40504600380526634
2010,12323,CCG,CAMPUS CREST COMMUNITIES INC,36.0,,,,12.872898804882583,0.13177271999999984
2011,12323,CCG,CAMPUS CREST COMMUNITIES INC,48.0,0.054079384,-0.00029454802640072194,,12.805682295147074,-0.24111804644247692
2012,12323,CCG,CAMPUS CREST COMMUNITIES INC,60.0,0.054931927,0.011326858866346599,0.692299393935829,12.868709244516182,0.28963255207427796
2013,12323,CCG,CAMPUS CREST COMMUNITIES INC,72.0,0.048013214,0.009788019277414814,0.6507056573199573,13.423525115937364,-0.18614376236686025
2014,12323,CCG,CAMPUS CREST COMMUNITIES INC,84.0,0.08250102,0.010113404585556483,0.6344819242048448,13.14919218567078,-0.16236572417477535
2015,12323,CCG,CAMPUS CREST COMMUNITIES INC,96.0,0.045222525,-0.015410761355632512,0.777965396698853,12.912981029050044,-0.06981518551408994
2016,12323,CCG,CAMPUS CREST COMMUNITIES INC,98.0,0.0,0.0044795734218684175,0.6832470667852802,13.017845244764281,0.027877759999999974
2011,12513,AAT,AMERICAN ASSETS TRUST INC,48.0,0.03376924,0.006075860432972946,,13.603923120201086,0.0018402420026519817
2012,12513,AAT,AMERICAN ASSETS TRUST INC,60.0,0.033624325,0.009582993019438732,0.8927069848305743,13.792111079603016,0.40773292536688266
2013,12513,AAT,AMERICAN ASSETS TRUST INC,72.0,0.026568174,0.011280473801770233,0.8567821791853513,14.042910153949656,0.1561670645243456
2014,12513,AAT,AMERICAN ASSETS TRUST INC,84.0,0.024006458,0.012246700454843116,0.8016993504312785,14.20646679581998,0.29899160603893593
2015,12513,AAT,AMERICAN ASSETS TRUST INC,96.0,0.022017656,0.013071432660798741,0.6444247466611923,14.405557441653913,-0.013662539831640452
2016,12513,AAT,AMERICAN ASSETS TRUST INC,108.0,0.02371292,0.014114182734906349,0.5583784671872024,14.437648148386728,0.15064613199292975
2017,12513,AAT,AMERICAN ASSETS TRUST INC,120.0,0.024957946,0.014537489761146818,0.4257151401204642,14.458689833710885,-0.0886592713254083
2018,12513,AAT,AMERICAN ASSETS TRUST INC,132.0,0.02899006,0.014320557780070882,0.4022598885561434,14.37001732658458,0.08173036133290079
2019,12513,AAT,AMERICAN ASSETS TRUST INC,144.0,0.022318572,0.01563293377090608,0.35367314660306776,14.733040641718654,0.17101172930711317
2020,12513,AAT,AMERICAN ASSETS TRUST INC,156.0,0.03880376,0.014722752282847758,0.8440046252063559,14.352013435733918,-0.3464045721141973
2021,12513,AAT,AMERICAN ASSETS TRUST INC,168.0,0.029858338,0.011292597279549165,1.1091496167291368,14.570025030468978,0.3419573708526775
2022,12513,AAT,AMERICAN ASSETS TRUST INC,180.0,0.039753743,0.013822572459780781,1.0694268112884786,14.451104245202112,-0.262510247833213
2023,12513,AAT,AMERICAN ASSETS TRUST INC,192.0,0.06280094,0.015453825459474926,1.1057333123142912,14.05052499747164,-0.09250458975469433
2024,12513,AAT,AMERICAN ASSETS TRUST INC,204.0,0.054870766,0.01571292219807624,1.2562673272710299,14.208024453255796,0.23260437704993708
2011,12566,INN,SUMMIT HOTEL PROPERTIES INC,36.0,0.029793436,-0.005690929107759745,,12.468999550397989,-0.0005755979698454095
2012,12566,INN,SUMMIT HOTEL PROPERTIES INC,48.0,0.043717057,0.011513898747837212,1.111793266838971,12.547385797795071,0.060095748263188975
2013,12566,INN,SUMMIT HOTEL PROPERTIES INC,60.0,0.0353632,0.011058108219204228,1.008201406596941,13.42475597115187,-0.006998066406686321
2014,12566,INN,SUMMIT HOTEL PROPERTIES INC,72.0,0.041161224,0.00999553616708339,0.9701208456576493,13.694502112596878,0.44468171445746507
2015,12566,INN,SUMMIT HOTEL PROPERTIES INC,84.0,0.036109272,0.014764363321598794,0.934090703137637,13.926633381640883,-0.0041519629356778776
2016,12566,INN,SUMMIT HOTEL PROPERTIES INC,96.0,0.03873402,0.017855562372817907,0.949965562747969,13.920391446569807,0.3999349142524282
2017,12566,INN,SUMMIT HOTEL PROPERTIES INC,108.0,0.036610182,0.016623225211721788,0.9795710459733727,14.29972449206219,-0.00873615410217321
2018,12566,INN,SUMMIT HOTEL PROPERTIES INC,120.0,0.053368762,0.014239363758982859,1.233968946184593,14.141042067485694,-0.32562651083775573
2019,12566,INN,SUMMIT HOTEL PROPERTIES INC,132.0,0.062086087,0.0152020331394355,1.2610242000355751,14.011688692556133,0.34950255654185947
2020,12566,INN,SUMMIT HOTEL PROPERTIES INC,144.0,0.07921891,0.011502706553114092,1.784778437085772,13.447638596111984,-0.2557218203709781
2021,12566,INN,SUMMIT HOTEL PROPERTIES INC,156.0,0.0018426884,-0.00791224045146219,2.1015690459181706,13.824860144549886,0.08323356896629219
2022,12566,INN,SUMMIT HOTEL PROPERTIES INC,168.0,0.0030090343,0.0041421080017152445,1.9870704610200531,13.70970468154586,-0.2529310709482554
2023,12566,INN,SUMMIT HOTEL PROPERTIES INC,180.0,0.026335226,0.008388857576161002,1.9157137650565244,13.463128250411495,-0.036782436381632366
2024,12566,INN,SUMMIT HOTEL PROPERTIES INC,192.0,0.040912274,0.00838363856911826,1.9147950704872343,13.44928479828638,0.06731689153044496
2011,12668,APTS,PREFERRED APARTMENT CMNTYS INC,24.0,,-0.19184684651027142,,10.545488525893685,-0.3391840490657725
2012,12668,APTS,PREFERRED APARTMENT CMNTYS INC,36.0,0.06441046,0.004295734504356999,1.4257422368816637,10.5879925444344,0.37972801551553004
2013,12668,APTS,PREFERRED APARTMENT CMNTYS INC,48.0,0.053318586,0.005198351158017345,1.3299437756203467,11.075445894041552,0.10657771041143338
2014,12668,APTS,PREFERRED APARTMENT CMNTYS INC,60.0,0.059225917,0.0018368228527055113,1.1606122563568606,11.861641698423604,0.2207708680394278
2015,12668,APTS,PREFERRED APARTMENT CMNTYS INC,72.0,0.057393175,0.0050769839582253135,0.9607189780480317,12.383329612558724,0.5338705704883584
2016,12668,APTS,PREFERRED APARTMENT CMNTYS INC,84.0,0.055272773,0.0035680608467776836,0.6431025118174507,12.663224480096709,0.2082393431328451
2017,12668,APTS,PREFERRED APARTMENT CMNTYS INC,96.0,0.046515737,0.0031304637368189704,0.18339455879330194,13.138690809041274,0.4365943660041185
2018,12668,APTS,PREFERRED APARTMENT CMNTYS INC,108.0,0.05750349,0.003948016869269375,0.16553082665332097,13.342625675404967,-0.25910189854819266
2019,12668,APTS,PREFERRED APARTMENT CMNTYS INC,120.0,0.067596115,0.003481945345941559,0.4055939641591915,13.370176769778146,0.01835134327771981
2020,12668,APTS,PREFERRED APARTMENT CMNTYS INC,132.0,0.12604101,-0.0008057010646677757,0.7013533429155124,12.783204160537217,-0.3774750003295567
2021,12668,APTS,PREFERRED APARTMENT CMNTYS INC,144.0,0.066271216,0.00028774347009437036,0.999821734806302,13.23352343505254,1.0233536316810325
2022,12668,APTS,PREFERRED APARTMENT CMNTYS INC,149.0,0.028154278,-0.00012203469548311973,0.9224966959249714,14.103975858657332,0.3907192403230346
2011,12681,STAG,STAG INDUSTRIAL INC,72.0,,0.011522593342410395,,12.148062878837875,-0.03695592355587163
2012,12681,STIR,STAG INDUSTRIAL INC,84.0,0.05110453,0.009382891395011504,0.6892668769110606,12.79439003854595,0.6772077324584118
2013,12681,STIR,STAG INDUSTRIAL INC,96.0,0.04784887,0.012537549885808881,0.7014840705039048,13.691559152794893,0.2025536300527928
2014,12681,STIR,STAG INDUSTRIAL INC,108.0,0.049560297,0.015085036394592051,0.7208696094399215,14.033372283222162,0.2698990616465382
2015,12681,STIR,STAG INDUSTRIAL INC,120.0,0.060825486,0.014156211695469321,0.7380061483948231,14.140135129196734,-0.19562335377595452
2016,12681,STIR,STAG INDUSTRIAL INC,132.0,0.061887432,0.014222673515788186,0.8838231359949088,14.246139237747805,0.37882498595935976
2017,12681,STIR,STAG INDUSTRIAL INC,144.0,0.047087844,0.015134046784979477,1.009310899701916,14.667266110773369,0.20678451213894555
2018,12681,STIR,STAG INDUSTRIAL INC,156.0,0.051463533,0.016192905469052412,1.0013096773643269,14.781725167784147,-0.038426762774152246
2019,12681,STIR,STAG INDUSTRIAL INC,168.0,0.043771338,0.016945874711562562,0.8526975136984997,15.121999417487523,0.3317827569521228
2020,12681,STIR,STAG INDUSTRIAL INC,180.0,0.04632796,0.01610132580028598,0.8865460692548083,15.287100189794549,0.04228375888750624
2021,12681,STIR,STAG INDUSTRIAL INC,192.0,0.036488198,0.016567913123015234,0.6482452569462837,15.637219548450437,0.5909929360182531
2022,12681,STIR,STAG INDUSTRIAL INC,204.0,0.041521233,0.016409805340631776,0.7090785938035195,15.625017244897874,-0.29674794249609193
2023,12681,STIR,STAG INDUSTRIAL INC,216.0,0.041484375,0.01639378282177107,0.7379632117796442,15.662676470458367,0.26699252961454834
2024,12681,STIR,STAG INDUSTRIAL INC,228.0,0.03962594,0.017256655886946897,0.7747226048597788,15.726464855487803,-0.10361269171109255
2011,13003,ARCP,AMERICAN REALTY CAPITAL PROP INC,12.0,,,,11.144347503444624,-0.08837555700499988
2012,13003,VER,VEREIT INC,24.0,0.05335693,-0.004106751332372926,,11.592359334350043,0.37394840495180115
2013,13003,VER,VEREIT INC,36.0,0.033629958,-0.012137430681196153,-0.1837493808282014,14.297538894441821,0.036190498522608916
2014,13003,VER,VEREIT INC,48.0,0.057589084,-0.008547905185222514,-0.07775947102526086,16.054195399355198,-0.23008450633004107
2015,13003,VER,VEREIT INC,60.0,0.058258373,0.005664386340580002,0.0944911147002274,15.873112925379239,-0.09369643046702159
2016,13003,VER,VEREIT INC,72.0,0.049232677,0.008058159687532276,0.3574186660478674,15.96463571835991,0.13208943666258732
2017,13003,VER,VEREIT INC,84.0,0.06575234,0.009066359507935032,0.5227626803282907,15.902712724945303,-0.015675161902512835
2018,13003,VER,VEREIT INC,96.0,0.07604379,0.011048719811009773,0.5292934456184274,15.77144087119808,-0.010052516145664159
2019,13003,VER,VEREIT INC,108.0,0.060215876,0.008183662613412272,0.5052492215835516,16.012445492085597,0.37256077242115104
2020,13003,VER,VEREIT INC,120.0,0.07362821,0.008342780246049604,0.8908005087208911,15.787041794190932,-0.13019296072005215
2021,13003,VER,VEREIT INC,130.0,0.037773103,0.010391269170206847,0.9445510749757918,16.13517291754522,0.3745735262206116
2012,13134,RSE,ROUSE PROPERTIES INC,552.0,0.008799134,0.0036388022314271626,,13.392752919866071,0.3822713205238515
2013,13134,RSE,ROUSE PROPERTIES INC,564.0,0.017525485,0.0026137039803193,1.3884345024478697,13.793535488746883,0.34226116249635696
2014,13134,RSE,ROUSE PROPERTIES INC,576.0,0.03166149,0.005633593801960731,1.5124293095925732,13.818059446163177,-0.13400708063613964
2015,13134,RSE,ROUSE PROPERTIES INC,588.0,0.041289512,0.007279540836720249,1.1689255066169886,13.791228214001817,-0.1818975714367439
2016,13134,RSE,ROUSE PROPERTIES INC,594.0,0.034701858,0.00848423888101482,0.667492294931857,13.867100089652633,0.2664082668986112
2012,13320,ARCT,AMERICAN REALTY CAPITAL TR INC,60.0,,0.011710512188849704,,14.399648734945023,0.1775751843782829
2012,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,36.0,,0.008237102835798493,,13.81531656604478,0.383749782161932
2013,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,48.0,0.03470694,0.010642709019978039,0.2899459734608819,14.704002431336034,0.11441620239317918
2014,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,60.0,0.040940154,0.01469538793333368,0.35687927598159064,15.075910213361832,0.37109260559845403
2015,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,72.0,0.04407658,0.01269930987788218,0.26598977202463703,15.08697898912699,-0.07434671331294851
2016,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,84.0,0.041417323,0.012828387113186922,0.29056038340455453,15.15048232826495,0.08093010508685516
2017,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,96.0,0.05030929,0.010510417095406564,0.33225098198810227,14.954210349883923,-0.0787572233915187
2018,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,108.0,0.056398287,0.013802175701424195,0.28225288099573287,14.791043848935239,-0.14645780220625604
2019,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,120.0,0.053582046,0.015162300085607651,0.5451748775028203,14.799354979905003,0.30255444138527166
2020,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,132.0,0.07632683,0.01474099085970793,1.2127507874992565,14.219323656200755,-0.33040233232995986
2021,13358,RPAI,RETAIL PROPERTIES OF AMERICA INC,141.0,0.020758348,0.010825027882250003,1.6904643875078516,14.719666204273052,0.5335522380152786
2017,13429,ALEX,ALEXANDER & BALDWIN INC NEW,84.0,0.09980782,0.006147531563224792,1.4474330723252722,14.508945346966021,-0.03074564697285842
2018,13429,ALEX,ALEXANDER & BALDWIN INC NEW,96.0,0.40024933,0.003775545605284461,1.4490712714427758,14.286044115814251,-0.3373641401893568
2019,13429,ALEX,ALEXANDER & BALDWIN INC NEW,108.0,0.014998355,0.018481264518046214,1.3164148762885324,14.32925383294918,0.1747864625840294
2020,13429,ALEX,ALEXANDER & BALDWIN INC NEW,120.0,0.0384206,-8.826226261894566e-05,1.2862369050093154,13.81180764277297,-0.15936789252039985
2021,13429,ALEX,ALEXANDER & BALDWIN INC NEW,132.0,0.022570254,0.005913813787220706,1.2187632198387452,14.180593584995707,0.5085893756571893
2022,13429,ALEX,ALEXANDER & BALDWIN INC NEW,144.0,0.03747492,0.009086867697987078,1.2028511782699791,14.189693934756159,-0.21975547879310797
2023,13429,ALEX,ALEXANDER & BALDWIN INC NEW,156.0,0.047713835,0.010144124570536863,1.1542733701948202,14.095601108995524,0.0653874373022838
2024,13429,ALEX,ALEXANDER & BALDWIN INC NEW,168.0,0.04976678,0.013211144747602677,1.1124491145995477,14.07574456185489,-0.01888210803767343
2012,13439,HR,HEALTHCARE REALTY TRUST INC NEW,36.0,,0.011003435877988084,,13.109211611204305,0.027416834889381292
2013,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,48.0,0.033280358,0.0096137262678702,,14.239855619391014,0.047955141659751455
2014,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,60.0,0.04148087,0.014569230162502332,0.34966275992453716,14.870553141981029,0.4353992813098788
2015,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,72.0,0.043690726,0.013278501083412081,0.1760309296776019,15.002269610468131,0.04732866506463518
2016,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,84.0,0.037210193,0.01495168795203202,0.14396899626446447,15.236965737455753,0.12185740376689691
2017,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,96.0,0.039277144,0.015479035502057975,0.13891875148516344,15.516246897854858,0.08357279330359901
2018,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,108.0,0.043883756,0.01205437088540364,0.14421010623841557,15.514066258781684,-0.11673072219182168
2019,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,120.0,0.043109566,0.013322446700416843,0.31550669573652806,15.594253458936935,0.2492687562392455
2020,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,132.0,0.044770047,0.012656431944181262,0.47461847035652865,15.57696704772566,-0.05611724972913523
2021,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,144.0,0.045217272,0.012992159997777537,0.5233063399407331,15.683410162404927,0.2675144558109548
2022,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,360.0,0.1540734,0.013854917180444406,0.5457955346531614,15.837981406860266,-0.2809915987527246
2023,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,372.0,0.1906203,0.008829156591997374,0.6472737067993585,15.737036862290106,-0.04085296105574299
2024,13439,HTA,HEALTHCARE TRUST OF AMERICA INC,384.0,0.07941887,0.006830585717430317,0.7221774249924637,15.617009162737274,0.06064837620533714
2012,13500,AMRE,AMREIT INC NEW,156.0,,0.010994973899441611,,11.066537788893,0.24797224770636794
2013,13500,AMRE,AMREIT INC NEW,168.0,0.021925852,0.010174987485909014,,12.357135383419022,0.023601478815439725
2014,13500,AMRE,AMREIT INC NEW,180.0,0.03727081,0.012005641956619977,0.049967963129438575,12.906530066692044,0.642424162876015
2015,13500,AMRE,AMREIT INC NEW,181.0,0.030072208,0.009591950421279855,-0.1936967413500077,13.167771256662936,0.0015000000000000568
2012,13580,SRC,SPIRIT REALTY CAPITAL INC,120.0,,,,14.122198505847713,0.16860473576
2013,13580,SRC,SPIRIT REALTY CAPITAL INC,126.0,,0.0033247978614790916,,14.323200490448388,0.030926260488154167
2012,13700,WHLR,WHEELER REAL ESTATE INV TR INC,36.0,,,,9.904620901086133,0.03479999999999994
2013,13700,WHLR,WHEELER REAL ESTATE INV TR INC,48.0,0.05848317,-0.004223248805235758,,10.035607260067879,-0.24478544796745416
2014,13700,WHLR,WHEELER REAL ESTATE INV TR INC,60.0,0.08290345,-0.0033443398686267404,0.6922176427900893,10.41642125375086,0.011841438861526887
2015,13700,WHLR,WHEELER REAL ESTATE INV TR INC,72.0,0.08827123,-0.006162404556442132,0.9787083459350207,10.986441873432646,-0.4567910173818208
2016,13700,WHLR,WHEELER REAL ESTATE INV TR INC,84.0,0.12551358,-0.0007557375539892951,1.1121676595172036,11.5484246810161,0.009777166799074921
2017,13700,WHLR,WHEELER REAL ESTATE INV TR INC,96.0,0.13308193,0.005859927058561528,1.2741092104886789,11.47451524292987,-0.16810081733247473
2018,13700,WHLR,WHEELER REAL ESTATE INV TR INC,107.0,0.17187637,0.005612663117566612,1.5875215038015598,10.566720495197284,-0.6042861370447684
2019,13700,WHLR,WHEELER REAL ESTATE INV TR INC,120.0,0.0,0.007829426589727578,3.58610450865195,9.713519185912594,0.840341861997
2020,13700,WHLR,WHEELER REAL ESTATE INV TR INC,132.0,0.0,0.006998076408014187,2.9332791836520524,9.921586681222946,1.0233536316810325
2021,13700,WHLR,WHEELER REAL ESTATE INV TR INC,144.0,0.0,0.0073478313237191695,2.6071930910274443,10.314404544461125,-0.29973412791668386
2022,13700,WHLR,WHEELER REAL ESTATE INV TR INC,156.0,0.0,0.0029376262955517576,2.479610749899585,9.842558620027884,-0.2801581746594274
2023,13700,WHLR,WHEELER REAL ESTATE INV TR INC,160.0,0.0,0.006606495667630575,2.394307022812375,9.529575215823334,-0.14767997001534994
2012,13723,RESI,ALTISOURCE RESIDENTIAL CORP,12.0,,,,11.72287775287837,0.0
2013,13723,RESI,FRONT YARD RESIDENTIAL CORP,24.0,0.006141869,-0.00830351004001904,,13.0441996805053,0.924890412276145
2014,13723,RESI,FRONT YARD RESIDENTIAL CORP,36.0,0.04730816,0.01867619522747073,2.005306268636162,14.18250940262873,-0.2999380067731604
2015,13723,RESI,FRONT YARD RESIDENTIAL CORP,48.0,0.13264821,0.018139131180745716,1.974452177259443,13.74642552367718,-0.28503727669398826
2016,13723,RESI,FRONT YARD RESIDENTIAL CORP,60.0,0.120788775,-0.004521487046754368,2.042590851634034,13.262215554620733,-0.046823379970092116
2017,13723,RESI,FRONT YARD RESIDENTIAL CORP,72.0,0.051599298,-0.018353387925282915,2.0765174406642,13.418625977134646,0.1261645073229949
2018,13723,RESI,FRONT YARD RESIDENTIAL CORP,84.0,0.059414983,-0.011513743372952903,1.8514579523935817,13.203241104567821,-0.218283807017691
2019,13723,RESI,FRONT YARD RESIDENTIAL CORP,96.0,0.05230253,-0.004596066744486295,1.5108611821338294,13.314055586370229,0.47308734628718785
2020,13723,RESI,FRONT YARD RESIDENTIAL CORP,108.0,0.031171098,-0.003466661053902458,0.7697456835291144,13.34379803376678,0.33101722919958876
2012,13736,SBY,SILVER BAY REALTY TRUST CORP,12.0,,,,13.46300391457769,0.0
2013,13736,SBY,SILVER BAY REALTY TRUST CORP,24.0,0.0021218418,-0.005231705956105917,,13.42586326615436,-0.1488712248650519
2014,13736,SBY,SILVER BAY REALTY TRUST CORP,36.0,0.005131805,0.0002293780139103319,0.6345197570629958,13.333689666670502,0.04584081193134404
2015,13736,SBY,SILVER BAY REALTY TRUST CORP,48.0,0.01776628,-0.007759849739348529,0.5680889686407465,13.265676121234561,-0.026704255545285216
2016,13736,SBY,SILVER BAY REALTY TRUST CORP,60.0,0.032396566,0.0046348290643564195,0.610239479774186,13.267604100682059,0.12929795680995704
2017,13736,SBY,SILVER BAY REALTY TRUST CORP,64.0,0.025926972,0.005548348395871735,0.6626788376368278,13.48214719238481,0.25785754382792514
2013,13752,CONE,CYRUSONE INC,84.0,0.026122931,0.0022389150310993633,,13.044220766293492,0.08701259518930726
2014,13752,CONE,CYRUSONE INC,96.0,0.026314566,0.013925086558680036,0.9627788606602169,13.513503537565766,0.27751846207093567
2015,13752,CONE,CYRUSONE INC,108.0,0.025631785,0.013823053322069455,0.7903134050931139,14.408809135863082,0.41267059788045346
2016,13752,CONE,CYRUSONE INC,120.0,0.02759924,0.013578800587138229,0.5990473153568953,15.115759202096134,0.2326677712073899
2017,13752,CONE,CYRUSONE INC,132.0,0.026995508,0.014755646102920841,0.5112010697737835,15.44036517435663,0.37086257794548994
2018,13752,CONE,CYRUSONE INC,144.0,0.029754505,0.017879222753496616,0.6002896661779099,15.556935921790759,-0.0821861937646271
2019,13752,CONE,CYRUSONE INC,156.0,0.029587425,0.019113950103542932,0.4385908130236615,15.737795612801248,0.275956574400096
2020,13752,CONE,CYRUSONE INC,168.0,0.027657727,0.015811150672500583,0.2486196639985583,15.929045303968158,0.15106826755956204
2021,13752,CONE,CYRUSONE INC,180.0,0.026484802,0.018926004324821912,0.16405414821440692,16.05570682420007,0.2602335607121129
2022,13752,CONE,CYRUSONE INC,182.0,0.022127887,0.017814726840855107,0.1386632712397889,16.27909589003349,0.0070078400000002095
